Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
Yes,49,No,Yes,Fiber optic,No,No,One year,No,100.45,Yes
Yes,5,No,Yes,DSL,No,Yes,Month-to-month,No,34.25,No
Yes,70,Yes,Yes,DSL,No,Yes,One year,No,64.95,No
No,4,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.8,Yes
No,19,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,84.75,No
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.5,No
Yes,60,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.95,No
No,15,No,No,DSL,No,Yes,Month-to-month,No,55.0,Yes
No,43,No,Yes,DSL,No,No,Two year,Yes,60.0,No
No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.05,No
No,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,84.85,Yes
No,3,No,No,Fiber optic,No,Yes,Month-to-month,No,85.8,Yes
Yes,21,Yes,No,DSL,No,No,One year,Yes,75.9,No
No,34,No,Yes,Fiber optic,Yes,No,One year,Yes,99.85,No
No,58,Yes,Yes,DSL,No,No,One year,Yes,45.35,No
Yes,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,No
No,20,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,94.1,Yes
No,69,No,No,Fiber optic,Yes,Yes,Two year,No,105.35,No
Yes,51,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
Yes,69,No,Yes,Fiber optic,Yes,No,Two year,Yes,105.0,No
No,20,No,No,Fiber optic,No,No,Month-to-month,No,78.8,No
No,58,No,Yes,Fiber optic,Yes,No,One year,Yes,94.3,No
No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,107.75,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.8,No
No,17,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.95,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.9,Yes
No,25,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,Yes
Yes,33,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.5,Yes
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,18.85,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,50.15,No
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,81.05,No
No,19,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,105.0,No
No,21,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,106.1,Yes
No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.6,No
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,No
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,77.65,Yes
Yes,20,No,No,DSL,Yes,No,Month-to-month,Yes,49.6,No
Yes,68,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.35,No
No,20,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,55.0,No
No,9,Yes,No,Fiber optic,No,No,Month-to-month,No,75.6,No
No,67,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.85,No
No,66,No,No,DSL,No,Yes,One year,No,29.45,No
Yes,65,Yes,Yes,DSL,Yes,No,One year,No,61.35,No
Yes,11,No,No,DSL,No,Yes,Month-to-month,Yes,66.35,Yes
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,No
No,3,Yes,No,DSL,No,No,Month-to-month,Yes,50.15,No
No,11,No,Yes,Fiber optic,No,No,Month-to-month,Yes,75.9,No
No,70,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.7,No
No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.65,No
Yes,61,Yes,Yes,DSL,Yes,Yes,One year,Yes,79.4,No
Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.25,No
No,24,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.3,No
Yes,42,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.7,No
No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.3,No
No,2,No,Yes,DSL,No,No,Month-to-month,Yes,50.3,No
Yes,61,Yes,No,DSL,Yes,No,Month-to-month,No,33.6,No
Yes,24,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,70.3,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
Yes,4,No,No,Fiber optic,No,No,Month-to-month,Yes,78.9,No
No,2,Yes,No,DSL,No,No,Month-to-month,No,50.95,No
No,40,No,No,Fiber optic,No,No,Month-to-month,Yes,97.1,Yes
No,41,No,Yes,Fiber optic,No,Yes,One year,Yes,89.55,No
No,55,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,96.75,Yes
No,45,No,No,DSL,No,No,One year,No,34.2,No
No,66,Yes,Yes,DSL,Yes,No,Two year,Yes,61.15,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,No
No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.25,No
No,34,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,96.35,No
No,33,No,Yes,Fiber optic,No,No,Month-to-month,Yes,100.0,No
No,3,No,Yes,Fiber optic,No,No,Month-to-month,No,74.45,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,80.55,Yes
No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,70.25,Yes
Yes,9,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,No
Yes,66,Yes,Yes,DSL,No,Yes,Two year,Yes,58.2,No
No,41,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.3,Yes
No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,70.55,No
No,55,Yes,No,DSL,No,No,Month-to-month,Yes,50.55,No
Yes,30,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.1,No
No,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,75.3,Yes
No,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,80.1,No
No,68,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.6,Yes
No,2,No,No,DSL,No,No,Month-to-month,No,44.65,Yes
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.3,No
No,59,No,No,DSL,No,Yes,Month-to-month,Yes,51.7,No
No,31,No,No,Fiber optic,No,No,Month-to-month,Yes,76.05,No
No,54,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.5,No
Yes,0,Yes,Yes,DSL,No,Yes,Two year,Yes,61.9,No
Yes,62,No,Yes,Fiber optic,Yes,Yes,One year,Yes,110.8,No
Yes,50,No,No,Fiber optic,No,No,Month-to-month,Yes,69.75,No
No,65,Yes,No,DSL,Yes,Yes,Two year,No,58.9,No
Yes,14,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,No
No,15,No,Yes,DSL,No,Yes,Month-to-month,Yes,58.6,Yes
Yes,29,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,45.0,No
No,5,No,No,Fiber optic,No,No,Month-to-month,No,69.95,Yes
No,18,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,85.45,Yes
No,15,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,105.1,Yes
No,71,Yes,Yes,Fiber optic,Yes,No,One year,Yes,109.6,No
No,54,No,Yes,Fiber optic,Yes,Yes,One year,No,110.35,Yes
No,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.25,Yes
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,Yes
Yes,49,Yes,No,DSL,No,Yes,One year,Yes,35.8,No
Yes,63,No,Yes,Fiber optic,Yes,No,Two year,Yes,104.8,No
Yes,65,No,Yes,Fiber optic,Yes,No,One year,Yes,107.45,No
Yes,50,No,No,Fiber optic,No,No,Two year,No,70.35,No
No,63,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.4,Yes
No,47,No,Yes,Fiber optic,Yes,No,One year,Yes,103.1,No
No,2,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.4,Yes
No,3,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.75,No
No,66,No,Yes,Fiber optic,Yes,Yes,One year,No,110.9,Yes
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,70.35,Yes
No,69,Yes,No,Fiber optic,Yes,Yes,Two year,No,110.25,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.45,Yes
Yes,46,Yes,No,DSL,Yes,Yes,One year,No,56.9,No
Yes,28,No,No,DSL,No,No,One year,Yes,51.0,No
Yes,50,No,No,Fiber optic,No,No,Month-to-month,Yes,84.4,Yes
No,51,Yes,Yes,Fiber optic,Yes,No,One year,Yes,93.5,No
Yes,51,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.95,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.4,Yes
No,42,Yes,No,DSL,Yes,No,Month-to-month,No,54.55,No
No,71,Yes,No,DSL,Yes,Yes,Two year,No,83.2,No
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,64.95,No
Yes,8,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No
No,44,Yes,Yes,Fiber optic,Yes,No,One year,Yes,106.05,No
No,55,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.7,No
No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,95.35,Yes
No,1,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,83.4,No
No,17,No,Yes,DSL,No,No,Month-to-month,Yes,49.8,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.5,Yes
No,15,No,No,DSL,No,No,One year,No,56.15,No
No,13,No,No,Fiber optic,Yes,No,Month-to-month,Yes,83.2,Yes
No,57,Yes,No,DSL,Yes,Yes,Two year,No,69.85,No
No,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.1,No
No,58,No,No,Fiber optic,No,Yes,Month-to-month,Yes,100.4,No
No,63,Yes,Yes,DSL,Yes,Yes,Two year,Yes,79.85,No
No,28,No,No,DSL,Yes,Yes,Month-to-month,Yes,35.75,No
Yes,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,21.05,No
Yes,41,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,74.55,No
No,16,No,No,Fiber optic,No,Yes,Month-to-month,Yes,94.45,Yes
Yes,24,Yes,No,Fiber optic,No,No,Month-to-month,Yes,79.85,No
Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.55,No
No,61,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,106.45,No
No,20,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,No
No,12,Yes,No,DSL,No,Yes,Month-to-month,No,54.2,No
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.65,No
Yes,7,Yes,No,DSL,No,No,Month-to-month,No,29.8,No
No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,86.1,Yes
Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.15,No
No,56,No,No,Fiber optic,No,No,Month-to-month,Yes,85.6,No
No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.35,Yes
Yes,17,Yes,No,Fiber optic,Yes,No,Month-to-month,No,94.4,Yes
No,1,No,No,DSL,Yes,Yes,One year,No,74.1,No
No,29,No,No,Fiber optic,No,No,Month-to-month,Yes,76.0,No
No,51,No,No,Fiber optic,Yes,No,One year,Yes,94.0,No
No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,93.0,No
No,63,Yes,Yes,DSL,Yes,Yes,One year,No,80.0,No
No,2,No,No,DSL,No,Yes,Month-to-month,No,29.85,Yes
No,12,No,No,DSL,No,No,Month-to-month,Yes,45.0,No
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,No
No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,74.35,Yes
No,58,No,Yes,Fiber optic,Yes,No,One year,Yes,103.25,Yes
Yes,53,Yes,Yes,DSL,No,Yes,One year,No,64.15,No
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,74.75,Yes
Yes,7,No,No,DSL,No,No,Month-to-month,Yes,45.75,No
No,25,No,No,Fiber optic,No,No,Month-to-month,Yes,84.6,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,35.75,Yes
No,25,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,No
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,No
No,8,Yes,No,DSL,No,Yes,Two year,No,65.5,No
No,1,No,No,DSL,No,Yes,Month-to-month,Yes,50.8,Yes
No,5,No,Yes,DSL,No,No,Month-to-month,No,50.55,No
Yes,49,No,Yes,Fiber optic,Yes,No,One year,Yes,93.65,No
Yes,69,No,No,Fiber optic,Yes,No,Two year,Yes,79.2,No
No,71,Yes,Yes,DSL,Yes,Yes,One year,Yes,84.8,No
No,3,No,No,Fiber optic,No,Yes,Month-to-month,Yes,83.9,Yes
Yes,43,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,40.45,No
No,67,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.3,No
No,50,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,No
Yes,44,No,No,DSL,Yes,Yes,One year,Yes,54.3,No
No,2,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.45,No
No,3,Yes,Yes,DSL,No,Yes,Two year,No,71.1,No
No,32,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,93.5,No
No,65,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,104.25,No
Yes,59,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,111.1,No
No,34,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,105.1,No
Yes,39,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.2,No
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.0,No
No,2,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,104.4,Yes
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,No
No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,89.8,Yes
No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,92.5,Yes
Yes,49,No,No,Fiber optic,No,Yes,One year,Yes,100.6,Yes
Yes,19,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.6,No
Yes,48,Yes,No,DSL,Yes,No,One year,Yes,78.75,No
Yes,45,Yes,No,DSL,No,No,Month-to-month,Yes,50.9,No
No,4,No,No,DSL,No,No,Month-to-month,No,51.75,Yes
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
Yes,13,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,18.8,No
No,58,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,102.1,Yes
Yes,72,Yes,Yes,DSL,No,Yes,Two year,No,74.55,No
No,63,Yes,Yes,DSL,Yes,Yes,One year,No,83.0,No
No,2,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,91.15,No
No,52,Yes,No,DSL,Yes,Yes,One year,No,57.95,No
Yes,4,Yes,No,DSL,No,No,Month-to-month,No,50.3,No
No,30,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,105.7,No
No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.05,No
No,64,No,Yes,DSL,No,Yes,One year,Yes,70.15,No
No,8,No,Yes,Fiber optic,No,No,Month-to-month,No,100.85,Yes
No,26,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.2,No
No,1,No,No,Fiber optic,No,No,Month-to-month,No,90.55,Yes
Yes,10,Yes,Yes,DSL,Yes,Yes,Two year,No,53.7,No
No,35,No,No,Fiber optic,Yes,Yes,One year,Yes,99.25,No
No,5,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.65,No
Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,No
No,2,No,No,Fiber optic,No,No,Month-to-month,No,81.5,No
No,12,No,No,Fiber optic,No,No,Month-to-month,Yes,86.55,No
Yes,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
No,57,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.85,No
Yes,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,112.25,No
No,5,No,Yes,Fiber optic,No,No,Month-to-month,Yes,85.3,No
Yes,61,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.55,No
No,72,Yes,Yes,DSL,No,Yes,Two year,Yes,79.35,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,80.85,Yes
No,22,No,Yes,Fiber optic,No,No,Month-to-month,Yes,100.65,No
Yes,55,Yes,No,Fiber optic,No,No,One year,No,100.9,No
No,34,Yes,Yes,DSL,No,Yes,Month-to-month,No,62.65,Yes
No,29,Yes,Yes,DSL,No,Yes,Month-to-month,No,67.45,No
No,4,No,No,DSL,No,No,Month-to-month,Yes,44.8,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,45.3,Yes
No,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.4,Yes
No,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,65.2,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,No
No,9,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.15,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,24.4,No
No,27,No,No,DSL,Yes,Yes,Month-to-month,No,59.45,No
Yes,64,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,91.8,No
Yes,72,Yes,Yes,Fiber optic,No,No,One year,Yes,104.15,No
No,56,Yes,No,Fiber optic,No,No,One year,Yes,98.0,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.65,No
No,38,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,79.45,Yes
Yes,53,No,No,DSL,Yes,Yes,One year,Yes,78.75,No
No,69,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,110.05,No
Yes,7,Yes,No,DSL,Yes,Yes,Two year,No,49.65,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.35,No
No,56,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,105.45,No
No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,94.2,No
No,48,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.0,No
No,63,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.95,No
Yes,31,No,No,Fiber optic,No,No,Month-to-month,Yes,86.55,Yes
No,71,No,Yes,Fiber optic,Yes,No,Two year,No,89.45,No
Yes,69,No,Yes,DSL,Yes,No,Two year,Yes,54.95,No
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,70.05,Yes
Yes,68,Yes,Yes,DSL,Yes,No,One year,Yes,73.0,No
No,16,Yes,No,Fiber optic,No,No,Month-to-month,Yes,94.25,Yes
No,66,Yes,Yes,DSL,No,No,One year,Yes,54.8,No
No,66,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.0,Yes
Yes,44,Yes,No,DSL,No,Yes,Month-to-month,No,56.25,No
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,95.45,Yes
No,20,No,No,Fiber optic,No,No,One year,Yes,91.0,No
No,47,No,No,Fiber optic,Yes,No,Month-to-month,Yes,85.3,Yes
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.25,No
No,43,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,94.1,No
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.95,No
No,11,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.4,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.9,No
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,63.1,No
No,72,Yes,Yes,DSL,No,No,Two year,No,59.75,No
No,72,Yes,Yes,Fiber optic,No,No,Two year,Yes,84.05,No
No,72,No,Yes,DSL,Yes,Yes,Two year,Yes,85.45,No
No,50,No,Yes,Fiber optic,No,Yes,One year,Yes,106.8,No
Yes,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
No,6,No,No,DSL,No,Yes,Month-to-month,Yes,49.5,No
No,5,No,Yes,Fiber optic,Yes,No,Month-to-month,No,104.1,Yes
Yes,54,No,Yes,DSL,Yes,No,Two year,Yes,59.8,No
Yes,39,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.0,No
Yes,67,Yes,Yes,DSL,Yes,Yes,Two year,No,54.2,No
Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,23.9,No
Yes,63,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.25,No
No,30,Yes,No,DSL,Yes,No,Two year,Yes,55.65,No
Yes,57,Yes,No,DSL,Yes,Yes,One year,Yes,59.3,No
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.9,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,73.55,Yes
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,18.8,No
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.05,No
Yes,63,Yes,Yes,DSL,Yes,Yes,Two year,Yes,89.4,No
No,56,Yes,Yes,Fiber optic,Yes,No,One year,No,109.8,No
Yes,1,Yes,No,DSL,No,No,Month-to-month,No,49.9,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.5,Yes
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,69.25,Yes
No,24,No,Yes,DSL,No,No,Month-to-month,No,54.8,No
No,56,Yes,Yes,Fiber optic,Yes,No,One year,No,110.5,No
Yes,6,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.4,No
No,4,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,99.8,Yes
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,Yes
No,68,No,Yes,Fiber optic,Yes,No,One year,No,86.45,No
No,27,No,No,Fiber optic,Yes,No,One year,Yes,100.5,No
Yes,62,No,Yes,Fiber optic,No,Yes,One year,Yes,106.05,No
No,15,No,No,DSL,Yes,No,Month-to-month,Yes,59.45,Yes
No,15,No,Yes,Fiber optic,No,No,Month-to-month,No,89.85,Yes
No,9,Yes,No,Fiber optic,No,No,Month-to-month,Yes,81.15,No
No,27,No,No,Fiber optic,Yes,No,Month-to-month,No,88.3,Yes
No,5,No,Yes,DSL,No,No,Month-to-month,Yes,51.35,No
No,69,No,No,DSL,Yes,No,One year,Yes,29.8,No
Yes,10,No,Yes,DSL,Yes,No,Month-to-month,Yes,55.55,No
No,43,Yes,No,DSL,No,Yes,Month-to-month,No,34.0,No
Yes,45,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.85,No
No,17,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,No
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,Yes
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,75.75,Yes
No,12,No,No,DSL,No,No,Month-to-month,No,43.8,No
Yes,21,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,24.7,No
No,14,Yes,Yes,Fiber optic,No,No,Month-to-month,No,78.85,No
No,57,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,112.95,Yes
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,No
No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,81.0,Yes
No,2,No,Yes,DSL,No,Yes,Month-to-month,Yes,55.05,Yes
